"","x"
"1153","1648357645001146372"
"1154","1648356685658877953"
"1155","1648356551889911816"
"1156","1648355740313059328"
"1157","1648355572385828864"
"1158","1648354839766749185"
"1159","1648354805042098176"
"1160","1648354364648554501"
"1161","1648353588882677764"
"1162","1648353192143462404"
"1163","1648353001428451329"
"1164","1648352521285427200"
"1165","1648352207153029121"
"1166","1648352029977333760"
"1167","1648352008393355265"
"1168","1648351333215289344"
"1169","1648350867144204290"
"1170","1648350240527769600"
"1171","1648349162277163009"
"1172","1648331709018931200"
"1173","1648348223038267393"
"1174","1648348149252063236"
"1175","1648348048446070785"
"1176","1648331831278813184"
"1177","1648347464892653568"
"1178","1648346684802441216"
"1179","1648343748642844672"
"1180","1648343370320736257"
"1181","1648343268902436867"
"1182","1648343033895608324"
"1183","1648342974038679552"
"1184","1648342465882075138"
"1185","1648331709018931200"
"1186","1648341852498669568"
"1187","1648341316714000391"
"1188","1648341226729373696"
"1189","1648341102145986563"
"1190","1648341022303297537"
"1191","1648340862085083137"
"1192","1648340598254886913"
"1193","1648339495865970691"
"1194","1648338838656552960"
"1195","1648338613342445576"
"1196","1648338035765915651"
"1197","1648337993910894592"
"1198","1648337935664545795"
"1199","1648337734392578048"
"1200","1648337363255320579"
"1201","1648337071927427072"
"1202","1648336637435207680"
"1203","1648336266541293571"
"1204","1648336186715385856"
"1205","1648336020209905664"
"1206","1648334767551574018"
"1207","1648334308849901568"
"1208","1648333906951786496"
"1209","1648314747169775616"
"1210","1648333267186196480"
"1211","1648332452660670465"
"1212","1648308100082941954"
"1213","1648032528102486023"
"1214","1648330936600215552"
"1215","1648330926672211968"
"1216","1648329987366219782"
"1217","1648329516249432064"
"1218","1648329313198931969"
"1219","1648328637903413249"
"1220","1648328459322638337"
"1221","1648223454619992064"
"1222","1648328091280764929"
"1223","1648327823394852868"
"1224","1648280221634707459"
"1225","1648326284504702979"
"1226","1648325852654972930"
"1227","1648325709926916097"
"1228","1648325639928262656"
"1229","1648325461267677191"
"1230","1648220065362313217"
"1231","1648325204131627008"
"1232","1648324715096817665"
"1233","1648319463891120128"
"1234","1648324019920273409"
"1235","1648323442972688389"
"1236","1648323389382184962"
"1237","1648323288471412736"
"1238","1648323202366439424"
"1239","1648322290617143303"
"1240","1648322133632622592"
"1241","1648321945924935681"
"1242","1648321685035134976"
"1243","1648320847390572548"
"1244","1648320480976285698"
"1245","1648320113186045956"
"1246","1648320097587478528"
"1247","1648320018860441600"
"1248","1648319568287285252"
"1249","1648318848938934274"
"1250","1648306411334500356"
"1251","1648318281772683274"
"1252","1648317896265723907"
"1253","1648317333520232449"
"1254","1648317278910332928"
"1255","1648316957727309824"
"1256","1648316540117213185"
"1257","1648316528490586114"
"1258","1648316140769214464"
"1259","1648316132648972289"
"1260","1648315928935821313"
"1261","1648315458318114816"
"1262","1648313800825659392"
"1263","1648313492225552386"
"1264","1648313183352901632"
"1265","1648313059876675584"
"1266","1648308934229258245"
"1267","1648310978570772481"
"1268","1648312204976873472"
"1269","1647985151786319872"
"1270","1648311320201101312"
"1271","1648311211031756801"
"1272","1648311209651843074"
"1273","1648311165796196354"
"1274","1648311007838720002"
"1275","1648231249343905792"
"1276","1648271274571866118"
"1277","1648310218038689796"
"1278","1648310186770087937"
"1279","1648310092775735296"
"1280","1648309985212768256"
"1281","1648309543779147777"
"1282","1648309184562167808"
"1283","1648309114164920321"
"1284","1648308860694790146"
"1285","1648308757154222083"
"1286","1648308397320593409"
"1287","1648308266877743104"
"1288","1648307790442647552"
"1289","1648307218326994946"
"1290","1648307052601540620"
"1291","1648306841502339077"
"1292","1648287014989582336"
"1293","1648306411334500356"
"1294","1648305786743926786"
"1295","1648305735019667456"
"1296","1648305630707367938"
"1297","1648305527783321601"
"1298","1648304900437147648"
"1299","1648304700532355072"
"1300","1648304543988342784"
"1301","1648304460400033793"
"1302","1648014581724225545"
"1303","1648304001497137152"
"1304","1648302867747315713"
"1305","1648302847698563074"
"1306","1648302546056892416"
"1307","1648301902524817409"
"1308","1648301792910868481"
"1309","1648301377301491712"
"1310","1648292799786147840"
"1311","1648299058996342786"
"1312","1648300596376776705"
"1313","1648300268998541312"
"1314","1648299926294593537"
"1315","1648299904299675648"
"1316","1648298720113442818"
"1317","1648298589926440966"
"1318","1648298223977603072"
"1319","1648298101692612610"
"1320","1648297783969849344"
"1321","1648297478188564482"
"1322","1648296825676341249"
"1323","1648296300155138050"
"1324","1648296281658327042"
"1325","1648295936517365761"
"1326","1648295805554503683"
"1327","1648295395238215683"
"1328","1648295248764739584"
"1329","1648295179110043650"
"1330","1648294159772536832"
"1331","1648294153971793923"
"1332","1648294026695639041"
"1333","1648293988393181193"
"1334","1648293831824097280"
"1335","1648293475840827393"
"1336","1648293011133022208"
"1337","1648292917482602496"
"1338","1648292832694657025"
"1339","1648292578507325444"
"1340","1648292534118907905"
"1341","1648292468562042880"
"1342","1648291814275792896"
"1343","1648291436331249667"
"1344","1648291228461547521"
"1345","1648290924311597056"
"1346","1648288858008633344"
"1347","1648273591438286850"
"1348","1648253397571719170"
"1349","1648263226298183680"
"1350","1648223998499606529"
"1351","1648290116874510340"
"1352","1647993324996034560"
"1353","1648289878264651776"
"1354","1648289323840851968"
"1355","1648288810428428292"
"1356","1648288757156544514"
"1357","1648287825106817024"
"1358","1648287792470925312"
"1359","1648287105682898949"
"1360","1648286765738762242"
"1361","1648286594682503168"
"1362","1648286474196987905"
"1363","1647616449928654852"
"1364","1648286094369193985"
"1365","1647930818071871491"
"1366","1647930818071871491"
"1367","1648285002738573312"
"1368","1648284940847513604"
"1369","1648284757648629761"
"1370","1648284191526641665"
"1371","1648284079790477313"
"1372","1648283859044139011"
"1373","1648283125254955020"
"1374","1648270834367176705"
"1375","1647932592010801154"
"1376","1648282599016497152"
"1377","1648282488727281664"
"1378","1648272357100863489"
"1379","1648282224897171456"
"1380","1648253189181829122"
"1381","1648282155183747072"
"1382","1648282138502897665"
"1383","1648281779273453570"
"1384","1648281356479111168"
"1385","1648281208076263425"
"1386","1648280862138433552"
"1387","1648280654847541254"
"1388","1648280605287669760"
"1389","1648280289720893443"
"1390","1648280215183925248"
"1391","1648279910320943104"
"1392","1648279533282369536"
"1393","1648278937460527106"
"1394","1648278719977381890"
"1395","1648278611806265345"
"1396","1648278144057524224"
"1397","1648277929561047041"
"1398","1648277861000683525"
"1399","1648277157116891138"
"1400","1648276494437830657"
"1401","1648275109910663169"
"1402","1648275070878375938"
"1403","1648274828267253761"
"1404","1648274715000156161"
"1405","1648253189181829122"
"1406","1648273944007389184"
"1407","1648273225959317507"
"1408","1648272815718531072"
"1409","1648272742301552644"
"1410","1648272482971811841"
"1411","1648254274533564417"
"1412","1648272082709405696"
"1413","1648271641695141891"
"1414","1648271621730234368"
"1415","1648271571193147394"
"1416","1648271023886725123"
"1417","1648270514178203650"
"1418","1648270404643848197"
"1419","1648270375359336448"
"1420","1648269846029692928"
"1421","1648269792493596673"
"1422","1648269618631303168"
"1423","1648269240833568770"
"1424","1647527386194276353"
"1425","1648268941578457090"
"1426","1648268929456910336"
"1427","1648268322859888641"
"1428","1648268095604105216"
"1429","1648267897683230720"
"1430","1648228234062905346"
"1431","1648267700743856130"
"1432","1648267467439984641"
"1433","1648267008390070273"
"1434","1648266910276911104"
"1435","1648266356079353857"
"1436","1648266335779012609"
"1437","1648265968550813696"
"1438","1648265553226739713"
"1439","1648265294807281664"
"1440","1648265128729538563"
"1441","1648264969694134277"
"1442","1648264114093842432"
"1443","1648264007038451715"
"1444","1648263845373247488"
"1445","1648263207025360896"
"1446","1648263173408010240"
"1447","1648262855727128588"
"1448","1648217435772731393"
"1449","1648262149246967812"
"1450","1648262103579389953"
"1451","1648261476098924544"
"1452","1648261285279039488"
"1453","1648261139489341442"
"1454","1648261085638672387"
"1455","1648260836475977729"
"1456","1648260552823652353"
"1457","1648260235092541440"
"1458","1648259712993972227"
"1459","1648259368180121601"
"1460","1648254274533564417"
"1461","1648258280639066117"
"1462","1648256800150417408"
"1463","1648256568679362561"
"1464","1648256018688753665"
"1465","1648255791776800770"
"1466","1648255647975079937"
"1467","1648255223624810502"
"1468","1648255119786496000"
"1469","1648255107723567105"
"1470","1648254600821063684"
"1471","1648251108853182464"
"1472","1648254398592679938"
"1473","1648254356091797504"
"1474","1648253779442036739"
"1475","1648251108853182464"
"1476","1648253560671330305"
"1477","1648253323537969152"
"1478","1648253189181829122"
"1479","1648252225045635074"
"1480","1648252008556527616"
"1481","1648251845939277825"
"1482","1648251091363020800"
"1483","1648250811703541760"
"1484","1648203644364374016"
"1485","1648250012592119808"
"1486","1648249523754475521"
"1487","1648249000506667010"
"1488","1648248395532845057"
"1489","1648244646546374657"
"1490","1648243165357387776"
"1491","1648243005109747712"
"1492","1648241445298487296"
"1493","1647485511567548417"
"1494","1648235679837560832"
"1495","1647992882974842881"
"1496","1648228628260429824"
"1497","1648228087379771392"
"1498","1648226865994137600"
"1499","1647327050401759239"
"1500","1648223328476250112"
"1501","1648214917084749824"
"1502","1648213893292892166"
"1503","1648213697217671168"
"1504","1648209829855469569"
"1505","1648206875262074881"
"1506","1648206798204141569"
"1507","1648206527977668613"
"1508","1648206302995181568"
"1509","1648205840476696576"
"1510","1648204027803443200"
"1511","1647994725532573696"
"1512","1648203684021522432"
"1513","1648203231237898243"
"1514","1648200989122482181"
"1515","1648200634510786560"
"1516","1648199635750486016"
"1517","1648191737741844480"
"1518","1648198925210247168"
"1519","1648198799515439108"
"1520","1648198452956856322"
"1521","1648197671373479938"
"1522","1648195581691535360"
"1523","1648195342045724675"
"1524","1648194512446005249"
"1525","1648192449456513030"
"1526","1648189936741363715"
"1527","1648188722083504129"
"1528","1648188248546504704"
"1529","1648185506990022657"
"1530","1648185485745967108"
"1531","1648185136679141377"
"1532","1648184935151173633"
"1533","1648183487705370626"
"1534","1648182332061261824"
"1535","1648179956315459585"
"1536","1648178614960103425"
"1537","1648178162843410432"
"1538","1648174200664862720"
"1539","1647686383966748676"
"1540","1648163800825077761"
"1541","1648156587670876161"
"1542","1647935372087775232"
"1543","1648067836542087174"
"1544","1648144947877388288"
"1545","1648137042960830469"
"1546","1648136478034198528"
"1547","1648032528102486023"
"1548","1648023465281089549"
"1549","1648110839067451392"
"1550","1648110319879725057"
"1551","1648107316594503687"
"1552","1648107259971489797"
"1553","1647995162780483585"
"1554","1648103954453090305"
"1555","1648102481073717251"
"1556","1648042575578689569"
"1557","1648090066487484418"
"1558","1648088308038205443"
"1559","1648067836542087174"
"1560","1648085400211148802"
"1561","1648085061508423681"
"1562","1648084961335844869"
"1563","1648084267618926592"
"1564","1648084031924207625"
"1565","1648083504834420736"
"1566","1648082055815675904"
"1567","1648077718829842433"
"1568","1648076248227233795"
"1569","1648071248704880640"
"1570","1648070878335254530"
"1571","1648070158089330688"
"1572","1648067972315881477"
"1573","1648067908461813762"
"1574","1648067521692532737"
"1575","1648066937585278978"
"1576","1648066669477085187"
"1577","1647821275031564288"
"1578","1648064553656238080"
"1579","1648064150969503764"
"1580","1648064022007402496"
"1581","1648063966839726080"
"1582","1648063874598424577"
"1583","1647907762590851072"
"1584","1648062797387911191"
"1585","1648061079149502464"
"1586","1648059951036911616"
"1587","1648059892614176768"
"1588","1648059624606650373"
"1589","1648059296523997199"
"1590","1647631370166870018"
"1591","1648022447575257088"
"1592","1648057762423746560"
"1593","1648057579346579461"
"1594","1648056058143973376"
"1595","1648044547203538944"
"1596","1648055627271516161"
"1597","1648054998004125704"
"1598","1648038482856538126"
"1599","1648054045221834752"
"1600","1648053745303933081"
"1601","1648053530215718913"
"1602","1648053389559844871"
"1603","1648053050999820301"
"1604","1648052917994225664"
"1605","1648052714088062976"
"1606","1648052636761948161"
"1607","1648052398072422400"
"1608","1648051519386796032"
"1609","1648050591069872129"
"1610","1648050273330384904"
"1611","1648050261217214466"
"1612","1648049854055174148"
"1613","1648049762191527948"
"1614","1648049072153002011"
"1615","1648047341075681283"
"1616","1648047102637817858"
"1617","1648046441200340992"
"1618","1648045840815083526"
"1619","1648045727229128704"
"1620","1648045338375213075"
"1621","1648044733657145345"
"1622","1648043115712770076"
"1623","1648042892168949802"
"1624","1648042016972894221"
"1625","1648022447575257088"
"1626","1648041408077393942"
"1627","1648013671627366403"
"1628","1648041282801922068"
"1629","1648041263931727872"
"1630","1648040080739561481"
"1631","1648022447575257088"
"1632","1648039575074271265"
"1633","1648039313437782043"
"1634","1648039263110328341"
"1635","1648039074983460864"
"1636","1648038302501466139"
"1637","1648037514903449631"
"1638","1648037444019712029"
"1639","1648037443000496128"
"1640","1648037119581909008"
"1641","1648037119384756224"
"1642","1648036479510147092"
"1643","1648034209687040001"
"1644","1648034179190255626"
"1645","1648032794981855240"
"1646","1648031975913975813"
"1647","1648029709706358796"
"1648","1648029429346566145"
"1649","1648027604128092160"
"1650","1648027281825099785"
"1651","1648026549583486977"
"1652","1648025392228233238"
"1653","1648024794972008448"
"1654","1648024709043470336"
"1655","1648023877820248102"
"1656","1648023681979887617"
"1657","1648023651097141251"
"1658","1648023593618382848"
"1659","1648023564988166145"
"1660","1648023436071927808"
"1661","1648023392581304320"
"1662","1648023268442382338"
"1663","1648023216995155970"
"1664","1648023105153953794"
"1665","1648023035771863042"
"1666","1648022986539032576"
"1667","1648022757651668994"
"1668","1647916061319213057"
"1669","1648022418064113668"
"1670","1648022104711786503"
"1671","1648022055663616000"
"1672","1648021910825889808"
"1673","1648020780217692166"
"1674","1648020679537618959"
"1675","1648020626177683465"
"1676","1648020417301344276"
"1677","1648020394496913415"
"1678","1648018298125033486"
"1679","1648018279812702231"
"1680","1648017976317059091"
"1681","1648017476536377362"
"1682","1648015815063511041"
"1683","1648014785861001231"
"1684","1648014780592955401"
"1685","1648014747004968990"
"1686","1648014432583163933"
"1687","1648014197576310803"
"1688","1648014190378885155"
"1689","1648014185446383631"
"1690","1648014109584007179"
"1691","1648013301433901099"
"1692","1648013091991330820"
"1693","1648013059300925460"
"1694","1648012911061639169"
"1695","1648009829808480262"
"1696","1648009286851633165"
"1697","1648004980207386624"
"1698","1648009039521914914"
"1699","1648008680732864513"
"1700","1648007082870710286"
"1701","1648006618255073285"
"1702","1648005241533607939"
"1703","1647901575329767427"
"1704","1648004626887614486"
"1705","1648004253267402757"
"1706","1648002791162490886"
"1707","1648000078353711108"
"1708","1647998222047096833"
"1709","1647996626781327361"
"1710","1647996137238872064"
"1711","1647993402611601408"
"1712","1647993117893709827"
"1713","1647990807150968832"
"1714","1647989676244885506"
"1715","1647987181951111172"
"1716","1647985049633976321"
"1717","1647921152344432648"
"1718","1647854921004220417"
"1719","1647983759721889794"
"1720","1647978638061584384"
"1721","1647978162016452609"
"1722","1647919208745795585"
"1723","1647974353319911425"
"1724","1647973548202311680"
"1725","1647971940487798784"
"1726","1647971826599862273"
"1727","1647971364400144387"
"1728","1647970638034812928"
"1729","1647969851577597958"
"1730","1647968333902258182"
"1731","1647967745831579648"
"1732","1647967697223708672"
"1733","1647966619254104065"
"1734","1647966180462690305"
"1735","1647964795910356995"
"1736","1647963359764008963"
"1737","1647611622335062016"
"1738","1647918879778144256"
"1739","1646754162250588160"
"1740","1647519037981589507"
"1741","1647952119092084738"
"1742","1647946770876362752"
"1743","1647944513799725056"
"1744","1647652568766586882"
"1745","1647936542483046400"
"1746","1647934921875554309"
"1747","1647929235070230528"
"1748","1647927032297259010"
"1749","1647924838848163841"
"1750","1647827409159241728"
"1751","1647920525358907395"
"1752","1647920355472818176"
"1753","1647917651279134720"
"1754","1647916484302077952"
"1755","1647916362285608960"
"1756","1647915865692618752"
"1757","1647611622335062016"
"1758","1647912272038187009"
"1759","1647911836908437504"
"1760","1647911466249474049"
"1761","1647910729129893889"
"1762","1647908758499082240"
"1763","1647904425791442945"
"1764","1647900870015582208"
"1765","1647900618642579457"
"1766","1647899123306168320"
"1767","1647898884536954880"
"1768","1647527386194276353"
"1769","1647895604272480257"
"1770","1647894526298664962"
"1771","1647742748030541824"
"1772","1647890564166057985"
"1773","1647890521296187392"
"1774","1647889385747087361"
"1775","1647883177728393216"
"1776","1647844250673979393"
"1777","1647878693568622592"
"1778","1647876896930054144"
"1779","1647875769090166785"
"1780","1647874838877331458"
"1781","1647641700540506112"
"1782","1647873258006478853"
"1783","1647870292096630784"
"1784","1647868324963917824"
"1785","1647716127366053888"
"1786","1647865360132063232"
"1787","1647865170012635137"
"1788","1647859228348956672"
"1789","1647858634833948672"
"1790","1647842887202136070"
"1791","1647854669358669824"
"1792","1647850397585817601"
"1793","1647850139304730624"
"1794","1647793218904285187"
"1795","1647839606879002624"
"1796","1647837960845373441"
"1797","1647837032553611265"
"1798","1647288332890562563"
"1799","1647826203644948480"
"1800","1647824507661418497"
"1801","1647542893417037826"
"1802","1647820355715715078"
"1803","1647817614016630786"
"1804","1647600422591275012"
"1805","1647666264028901376"
"1806","1647810827833991170"
"1807","1647807731871412225"
"1808","1647805311103770625"
"1809","1647611622335062016"
"1810","1647571776543522817"
"1811","1647574018357186561"
"1812","1647467659515277316"
"1813","1647611622335062016"
"1814","1647735422657650688"
"1815","1647731226923417600"
"1816","1647727764236034049"
"1817","1647725553523343361"
"1818","1647724063303913473"
"1819","1647668403799203842"
"1820","1647611622335062016"
"1821","1647709505394712577"
"1822","1647707804482895874"
"1823","1647707227984220161"
"1824","1647703771139436545"
"1825","1647220752146481154"
"1826","1647701306436468736"
"1827","1647541793649508352"
"1828","1647695152062889984"
"1829","1647692342323732483"
"1830","1647689257086066693"
"1831","1647681242375004161"
"1832","1647407959054376960"
"1833","1647614879090585606"
"1834","1647681390442315780"
"1835","1647589290019287044"
"1836","1647611622335062016"
"1837","1647487006883164160"
"1838","1647678221385695233"
"1839","1647485511567548417"
"1840","1647627749442433025"
"1841","1647674736460062723"
"1842","1647657425237884932"
"1843","1647667404254617601"
"1844","1647663113511088131"
"1845","1647662472755662849"
"1846","1647658278543917060"
"1847","1647658266174840833"
"1848","1647655670164881409"
"1849","1647596076143198208"
"1850","1647653380763049984"
"1851","1647302242481913856"
"1852","1647611622335062016"
"1853","1647649481872089089"
"1854","1647648552728895497"
"1855","1647606257862291456"
"1856","1647646824579072000"
"1857","1647645892311150593"
"1858","1647611622335062016"
"1859","1647512430367453185"
"1860","1647643392602435590"
"1861","1647642518048108545"
"1862","1647639066823864320"
"1863","1647637948744048642"
"1864","1647636202479026176"
"1865","1647632153830649859"
"1866","1647629037362085890"
"1867","1647633792268398593"
"1868","1647632267206967297"
"1869","1647631450190012416"
"1870","1647628047749611520"
"1871","1647627542155673600"
"1872","1647627375184576516"
"1873","1647609389149298688"
"1874","1647204829767294979"
"1875","1647624244950364162"
"1876","1647624034744508421"
"1877","1647623652832079872"
"1878","1647478800555335681"
"1879","1647619986066665475"
"1880","1647611622335062016"
"1881","1647611622335062016"
"1882","1647617378673360897"
"1883","1647611890091143170"
"1884","1647609277811499010"
"1885","1647608777179295744"
"1886","1647517695246577664"
"1887","1647541135651340288"
"1888","1647600732428980224"
"1889","1647599610616070146"
"1890","1647598828546150400"
"1891","1647506113020022785"
"1892","1647598000938655752"
"1893","1647597331934527489"
"1894","1647594993945653255"
"1895","1647594801825558528"
"1896","1647570543653322752"
"1897","1647517805284139010"
"1898","1647590494510239744"
"1899","1647590026019065856"
"1900","1647549004522070017"
"1901","1647588498600239104"
"1902","1647588458771120128"
"1903","1647588096408539136"
"1904","1647586915271450625"
"1905","1647526881317494785"
"1906","1647523299616751616"
"1907","1647575686033317890"
"1908","1647542924576530433"
"1909","1647583626777837568"
"1910","1647582799006691329"
"1911","1647579661008773120"
"1912","1647573294344749058"
"1913","1647572235731849217"
"1914","1647571745006661633"
"1915","1647571692590358529"
"1916","1647570601186344960"
"1917","1647490576126803968"
"1918","1647280998323826688"
"1919","1647568363340668929"
"1920","1647533609648115712"
"1921","1647567780646977539"
"1922","1647533609648115712"
"1923","1647566809061523457"
"1924","1647563262949457921"
"1925","1647562354685534209"
"1926","1647561442445471744"
"1927","1647542779633975296"
"1928","1647559939471163399"
"1929","1647559144877039616"
"1930","1647557794998935552"
"1931","1647556268377374724"
"1932","1647555755535466496"
"1933","1647553924847611904"
"1934","1647546546471284738"
"1935","1647545451808161792"
"1936","1647542435780730880"
"1937","1647535935754579971"
"1938","1647535919778463746"
"1939","1647530607252066304"
"1940","1647247326237302786"
"1941","1647530379937554433"
"1942","1647145057517019136"
"1943","1647526465561305088"
"1944","1647503758333558784"
"1945","1647226662524710912"
"1946","1647523188593623041"
"1947","1647519037981589507"
"1948","1647505997492002816"
"1949","1647515971270090753"
"1950","1647515809403600896"
"1951","1647515618399191041"
"1952","1647515589739532289"
"1953","1647210489934430208"
"1954","1647512473027727362"
"1955","1647490576126803968"
"1956","1647210489934430208"
"1957","1647508546991292417"
"1958","1647274885952028672"
"1959","1647503389750706176"
"1960","1647499053544923137"
"1961","1647497084654829568"
"1962","1647494710422822917"
"1963","1647493755073708032"
"1964","1647263333127446529"
"1965","1647490979656605696"
"1966","1647485344110071809"
"1967","1647435393443192832"
"1968","1647478101415194624"
"1969","1647475342288773120"
"1970","1647277385752903680"
"1971","1647471559362191361"
"1972","1647470246930919427"
"1973","1647469714455556097"
"1974","1647241278256562177"
"1975","1647467012937904129"
"1976","1647464837369196547"
"1977","1647446997538840581"
"1978","1647438190125412353"
"1979","1647437286512947200"
"1980","1647296864289423362"
"1981","1647324896626614272"
"1982","1647382996524171266"
"1983","1647382512308482054"
"1984","1647381639897513984"
"1985","1647373385171607553"
"1986","1647373296462168067"
"1987","1647372900188450817"
"1988","1647364161909805059"
"1989","1647360253405671424"
"1990","1647359963751170053"
"1991","1647359842649010178"
"1992","1647356116110565376"
"1993","1647149601076527105"
"1994","1647354814194499586"
"1995","1647351096476680192"
"1996","1647349766135619585"
"1997","1647304440288886784"
"1998","1647348584331788290"
"1999","1646865257434947584"
"2000","1647343128582520833"
"2001","1647322033812910080"
"2002","1647337086888886272"
"2003","1647336806382284800"
"2004","1647308436550426625"
"2005","1647331582322126848"
"2006","1647149601076527105"
"2007","1647330226039320577"
"2008","1647311138676174849"
"2009","1647329100300795905"
"2010","1647329025277194242"
"2011","1646205412427939859"
"2012","1647311138676174849"
"2013","1647326195011272711"
"2014","1647145115557691395"
"2015","1647319311311142912"
"2016","1647145115557691395"
"2017","1647317033242034182"
"2018","1647315905741832195"
"2019","1647314276753764352"
"2020","1647313485120917504"
"2021","1647309699417534466"
"2022","1647220752146481154"
"2023","1647308629010153473"
"2024","1647304887422660613"
"2025","1647300543268675586"
"2026","1647300529796661248"
"2027","1647300473190248452"
"2028","1647298201026691072"
"2029","1647296624014630912"
"2030","1647294446440939522"
"2031","1647290134084173824"
"2032","1647286845015744516"
"2033","1647285803310088193"
"2034","1647281505893269505"
"2035","1647281029139382272"
"2036","1647278917550587906"
"2037","1647278479396810755"
"2038","1647277099286241281"
"2039","1647276184995090434"
"2040","1647275271878332417"
"2041","1647274360707661826"
"2042","1647271938807459842"
"2043","1647270707498303489"
"2044","1647269533604798465"
"2045","1647268800620789761"
"2046","1647268576691208192"
"2047","1647247458655715328"
"2048","1647267551628480512"
"2049","1647265350185021442"
"2050","1647249969097633793"
"2051","1647263826876702720"
"2052","1647263614166761476"
"2053","1647262382501117952"
"2054","1647261941566431233"
"2055","1647247458655715328"
"2056","1647261361510965248"
"2057","1647260620822126593"
"2058","1647260325786398722"
"2059","1647260109700059137"
"2060","1647260075663212546"
"2061","1647259872692502531"
"2062","1647247458655715328"
"2063","1647258087688994816"
"2064","1647168433279373312"
"2065","1647257447562608643"
"2066","1647256758069473281"
"2067","1647255313446232065"
"2068","1647254465940955139"
"2069","1647227913480142848"
"2070","1647249856392470528"
"2071","1647248235688230913"
"2072","1647246919834501127"
"2073","1647246915996721152"
"2074","1647245413387214849"
"2075","1647244121399074819"
"2076","1647244023034200064"
"2077","1647243979816071170"
"2078","1647237348541837314"
"2079","1647234212951384065"
"2080","1647230860502941697"
"2081","1647230433443078145"
"2082","1647230254916722688"
"2083","1647229885557907458"
"2084","1647215330186477568"
"2085","1647227429922930699"
"2086","1647175812599230464"
"2087","1647226557755269120"
"2088","1647226113175814145"
"2089","1647226062990917633"
"2090","1647225898687397901"
"2091","1647225892723126272"
"2092","1647224040686321664"
"2093","1647223417261768707"
"2094","1647223020916809729"
"2095","1647221766614384642"
"2096","1647221331149111303"
"2097","1647221011383713792"
"2098","1647220135520772098"
"2099","1647205872181862400"
"2100","1647219408098455553"
"2101","1647219393472999426"
"2102","1647219237662994432"
"2103","1647210489934430208"
"2104","1647217729823297538"
"2105","1647217331670601730"
"2106","1647216526116761605"
"2107","1647215388030115842"
"2108","1647214115989995522"
"2109","1647213932908560387"
"2110","1647213505857085440"
"2111","1647213293554073600"
"2112","1647213021150826496"
"2113","1647212373575335936"
"2114","1647211738113228803"
"2115","1647211630541910017"
"2116","1647210925127004163"
"2117","1647210750438436866"
"2118","1647148095447216129"
"2119","1647209601375272960"
"2120","1647208837240201218"
"2121","1647204411825876994"
"2122","1647203739642593281"
"2123","1647203707820417024"
"2124","1647203348561494018"
"2125","1647202576562114561"
"2126","1647201974448791553"
"2127","1647201667987697667"
"2128","1647201594033799168"
"2129","1646905436988112896"
"2130","1646801306844123137"
"2131","1647201139673243648"
"2132","1647199949690470405"
"2133","1647132611070906369"
"2134","1647198144562642944"
"2135","1647197791029022720"
"2136","1647197660942675969"
"2137","1647195271405641728"
"2138","1647195014781448192"
"2139","1647194999895801856"
"2140","1647194563923025921"
"2141","1647194133717479427"
"2142","1647193023741308928"
"2143","1647192097538158593"
"2144","1647190906074722304"
"2145","1647189136380510209"
"2146","1647188257556377600"
"2147","1647186579734118401"
"2148","1647186478210883585"
"2149","1647186032553492480"
"2150","1647184422460878848"
"2151","1647184039080607744"
"2152","1647183723593445376"
"2153","1647183573416280064"
"2154","1647182586085625856"
"2155","1647182054440747009"
"2156","1647180201837707265"
"2157","1647180006307635201"
"2158","1647178201301409793"
"2159","1647177835512037378"
"2160","1647177223084933121"
"2161","1647176863092031488"
"2162","1647175948276514816"
"2163","1647175914818527233"
"2164","1647175870883196930"
"2165","1647175817728782337"
"2166","1647175534621728768"
"2167","1647142725161037825"
"2168","1647175426744152064"
"2169","1647173633108738049"
"2170","1647173094539247617"
"2171","1647172693618225152"
"2172","1647172509937049601"
"2173","1647171677640355843"
"2174","1647170524655636482"
"2175","1647170511930118145"
"2176","1647170289409859585"
"2177","1646791427358179330"
"2178","1647170184182890498"
"2179","1647170182073204738"
"2180","1647169549652103172"
"2181","1647168433279373312"
"2182","1647169123619569666"
"2183","1647168881293754368"
"2184","1647168870048993280"
"2185","1647167919325958144"
"2186","1647166948948733952"
"2187","1647166740823183362"
"2188","1647166485079687170"
"2189","1647165277577318400"
"2190","1647164185602850816"
"2191","1647164172218818560"
"2192","1647164151234715649"
"2193","1647163924012482562"
"2194","1646603200936529954"
"2195","1647162732091940864"
"2196","1647162678132224001"
"2197","1647162550025592833"
"2198","1647162100794667008"
"2199","1647162037716549633"
"2200","1647161766949044224"
"2201","1647161343974453250"
"2202","1647161301259685890"
"2203","1647161105880608772"
"2204","1647160599795892226"
"2205","1647159946960846848"
"2206","1647159696154046464"
"2207","1647158709150425088"
"2208","1647158704486363136"
"2209","1647158327468761091"
"2210","1647157743021887492"
"2211","1647157622746025985"
"2212","1647157585244721152"
"2213","1647157501132148736"
"2214","1646788323816488960"
"2215","1647157204720697344"
"2216","1646788323816488960"
"2217","1647156227380740097"
"2218","1647155962246213632"
"2219","1647155108969607170"
"2220","1647155108294320130"
"2221","1647154297388552193"
"2222","1646735041509351424"
"2223","1647154147819507713"
"2224","1647153769065373699"
"2225","1647153377254465541"
"2226","1647153021732941824"
"2227","1647152812285992961"
"2228","1647152571604402179"
